USER,COURSE_ID,SCORE
243266,GPXX0Z2PEN,2.0
243266,GPXX06RFEN,2.0
243266,GPXX0SDXEN,2.0
243266,CC0271EN,2.0
243266,GPXX0W7KEN,2.0
246282,RP0105EN,36.0
246282,TMP0105EN,36.0
246282,BD0212EN,36.0
246282,SC0103EN,36.0
246282,excourse72,36.0
246282,excourse73,36.0
246282,BD0145EN,30.0
246282,BD0121EN,30.0
246282,BD0131EN,30.0
246282,BD0115EN,30.0
246703,RP0105EN,28.0
246703,TMP0105EN,26.0
246703,SC0103EN,26.0
246703,excourse72,26.0
246703,excourse73,26.0
246703,BD0145EN,22.0
246703,BD0143EN,22.0
246703,BD0141EN,22.0
246703,BD0121EN,22.0
246703,BD0131EN,22.0
261571,CC0271EN,2.0
261571,WA0103EN,2.0
261571,DS0201EN,2.0
261571,CC0210EN,2.0
261571,HCC104EN,2.0
261571,SECM03EN,2.0
261571,SW0201EN,2.0
261571,SW0101EN,2.0
261571,CC0120EN,2.0
261571,QC0101EN,2.0
266643,excourse31,27.0
266643,RP0105EN,24.0
266643,TMP0105EN,21.0
266643,BD0212EN,21.0
266643,SC0103EN,21.0
266643,GPXX0TY1EN,21.0
266643,excourse72,21.0
266643,excourse73,21.0
266643,CC0271EN,18.0
266643,BD0145EN,18.0
271899,RP0105EN,30.0
271899,BD0145EN,30.0
271899,TMP0105EN,30.0
271899,BD0212EN,30.0
271899,SC0103EN,30.0
271899,BD0143EN,30.0
271899,BD0131EN,30.0
271899,BD0211EN,30.0
271899,DB0151EN,30.0
271899,GPXX0M6UEN,30.0
277197,TMP0105EN,45.0
277197,BD0212EN,45.0
277197,SC0103EN,45.0
277197,excourse72,45.0
277197,excourse73,45.0
277197,BD0145EN,39.0
277197,BD0143EN,39.0
277197,BD0121EN,39.0
277197,DB0151EN,39.0
277197,BD0101EN,39.0
277715,CB0201EN,2.0
277715,CB0101EN,2.0
277715,GPXX0QQ3EN,2.0
277715,ML0201EN,0.0
277715,ML0122EN,0.0
277715,GPXX0ZG0EN,0.0
277715,GPXX0Z2PEN,0.0
277715,CNSC02EN,0.0
277715,DX0106EN,0.0
277715,GPXX0FTCEN,0.0
284008,CB0201EN,9.0
284008,GPXX0IBEN,6.0
284008,TMP0101EN,6.0
284008,GPXX0QQ3EN,6.0
284008,excourse35,6.0
284008,excourse40,6.0
284008,excourse54,6.0
284008,ML0122EN,3.0
284008,RP0105EN,3.0
284008,GPXX0Z2PEN,3.0
296101,RP0105EN,39.0
296101,TMP0105EN,39.0
296101,BD0212EN,39.0
296101,SC0103EN,39.0
296101,excourse31,39.0
296101,excourse72,39.0
296101,excourse73,39.0
296101,BD0145EN,36.0
296101,BD0143EN,36.0
296101,BD0141EN,36.0
306665,CB0201EN,2.0
306665,CB0101EN,2.0
306665,GPXX0QQ3EN,2.0
306665,ML0201EN,0.0
306665,ML0122EN,0.0
306665,GPXX0ZG0EN,0.0
306665,RP0105EN,0.0
306665,GPXX0Z2PEN,0.0
306665,CNSC02EN,0.0
306665,DX0106EN,0.0
314348,ML0122EN,30.0
314348,ML0101EN,30.0
314348,excourse21,30.0
314348,excourse22,30.0
314348,DX0108EN,27.0
314348,TMP107,27.0
314348,excourse62,27.0
314348,RP0105EN,24.0
314348,GPXX0IBEN,24.0
314348,TA0106EN,24.0
315714,TA0106EN,43.0
315714,ML0122EN,37.0
315714,GPXX0IBEN,37.0
315714,ML0101EN,37.0
315714,excourse21,37.0
315714,excourse22,37.0
315714,PA0103EN,34.0
315714,PA0107EN,34.0
315714,BD0151EN,34.0
315714,GPXX01DCEN,34.0
331334,GPXX0QQ3EN,4.0
331334,CNSC02EN,2.0
331334,CC0271EN,2.0
331334,WA0103EN,2.0
331334,DS0201EN,2.0
331334,CC0210EN,2.0
331334,HCC104EN,2.0
331334,SECM03EN,2.0
331334,SW0201EN,2.0
331334,SW0101EN,2.0
331432,RP0105EN,30.0
331432,TMP0105EN,27.0
331432,BD0212EN,27.0
331432,SC0103EN,27.0
331432,TA0106EN,27.0
331432,excourse04,27.0
331432,excourse06,27.0
331432,excourse72,27.0
331432,excourse73,27.0
331432,GPXX0IBEN,24.0
343800,ML0122EN,12.0
343800,GPXX04V3EN,12.0
343800,GPXX0D14EN,12.0
343800,ML0101EN,12.0
343800,excourse21,12.0
343800,excourse22,12.0
343800,DX0108EN,9.0
343800,SW0201EN,9.0
343800,SW0101EN,9.0
343800,CO0401EN,9.0
345064,ML0122EN,18.0
345064,excourse21,18.0
345064,excourse22,18.0
345064,DX0108EN,15.0
345064,GPXX0IBEN,15.0
345064,TA0106EN,15.0
345064,TMP107,15.0
345064,excourse62,15.0
345064,RP0105EN,12.0
345064,DX0106EN,12.0
348808,ML0122EN,6.0
348808,excourse21,6.0
348808,excourse22,6.0
348808,DX0108EN,4.0
348808,PA0103EN,4.0
348808,PA0107EN,4.0
348808,GPXX0IBEN,4.0
348808,ML0122ENv1,4.0
348808,BD0151EN,4.0
348808,TA0106EN,4.0
351320,TMP0105EN,45.0
351320,SC0103EN,45.0
351320,excourse72,45.0
351320,excourse73,45.0
351320,excourse31,33.0
351320,BD0145EN,30.0
351320,BD0143EN,30.0
351320,BD0141EN,30.0
351320,BD0121EN,30.0
351320,BD0131EN,30.0
352684,TMP0105EN,59.0
352684,BD0212EN,59.0
352684,SC0103EN,59.0
352684,excourse72,59.0
352684,excourse73,59.0
352684,TA0106EN,54.0
352684,BD0145EN,48.0
352684,BD0143EN,48.0
352684,BD0121EN,48.0
352684,BD0115EN,48.0
354686,TMP0105EN,39.0
354686,BD0212EN,39.0
354686,SC0103EN,39.0
354686,BD0211EN,39.0
354686,excourse31,39.0
354686,excourse72,39.0
354686,excourse73,39.0
354686,BD0145EN,36.0
354686,BD0143EN,36.0
354686,DB0151EN,36.0
362955,excourse31,39.0
362955,RP0105EN,33.0
362955,TMP0105EN,33.0
362955,BD0212EN,33.0
362955,SC0103EN,33.0
362955,GPXX0TY1EN,33.0
362955,excourse72,33.0
362955,excourse73,33.0
362955,CC0271EN,27.0
362955,BD0145EN,27.0
364194,GPXX0IBEN,26.0
364194,TA0106EN,26.0
364194,ML0122EN,23.0
364194,DX0106EN,23.0
364194,PA0103EN,23.0
364194,PA0107EN,23.0
364194,ML0122ENv1,23.0
364194,BD0151EN,23.0
364194,GPXX01DCEN,23.0
364194,GPXX0ZMZEN,23.0
371091,ML0122EN,12.0
371091,DX0108EN,12.0
371091,DS0201EN,12.0
371091,GPXX0IBEN,12.0
371091,TMP107,12.0
371091,GPXX0PG8EN,12.0
371091,ML0101EN,12.0
371091,GPXX0KY1EN,12.0
371091,excourse21,12.0
371091,excourse22,12.0
373076,RP0105EN,18.0
373076,BD0145EN,18.0
373076,TMP0105EN,18.0
373076,BD0212EN,18.0
373076,SC0103EN,18.0
373076,BD0143EN,18.0
373076,BD0121EN,18.0
373076,BD0131EN,18.0
373076,BD0211EN,18.0
373076,DB0151EN,18.0
376785,RP0105EN,21.0
376785,GPXX0TY1EN,21.0
376785,excourse31,21.0
376785,TMP0105EN,18.0
376785,BD0212EN,18.0
376785,SC0103EN,18.0
376785,CO0401EN,18.0
376785,excourse43,18.0
376785,excourse44,18.0
376785,excourse72,18.0
390213,RP0105EN,4.0
390213,BD0145EN,4.0
390213,TMP0105EN,4.0
390213,BD0212EN,4.0
390213,BD0143EN,4.0
390213,BD0141EN,4.0
390213,BD0121EN,4.0
390213,BD0131EN,4.0
390213,BD0115EN,4.0
390213,DB0151EN,4.0
396776,RP0105EN,20.0
396776,TMP0105EN,18.0
396776,SC0103EN,18.0
396776,excourse72,18.0
396776,excourse73,18.0
396776,BD0145EN,16.0
396776,BD0143EN,16.0
396776,BD0121EN,16.0
396776,BD0131EN,16.0
396776,DB0151EN,16.0
397562,ML0201EN,24.0
397562,GPXX0ZG0EN,24.0
397562,OS0101EN,24.0
397562,GPXX0UMSEN,24.0
397562,GPXX0RL8EN,24.0
397562,GPXX0G81EN,24.0
397562,CC0150EN,24.0
397562,GPXX0ADEN,24.0
397562,excourse88,24.0
397562,excourse89,24.0
399457,SW0201EN,30.0
399457,SW0101EN,30.0
399457,excourse43,30.0
399457,excourse44,30.0
399457,GPXX04V3EN,27.0
399457,GPXX0D14EN,24.0
399457,excourse31,24.0
399457,ML0122EN,21.0
399457,CC0210EN,21.0
399457,HCC104EN,21.0
403519,RP0105EN,30.0
403519,BD0145EN,30.0
403519,TMP0105EN,30.0
403519,BD0212EN,30.0
403519,SC0103EN,30.0
403519,BD0143EN,30.0
403519,BD0141EN,30.0
403519,BD0121EN,30.0
403519,BD0211EN,30.0
403519,GPXX0M6UEN,30.0
403839,RP0105EN,51.0
403839,TMP0105EN,51.0
403839,SC0103EN,51.0
403839,excourse72,51.0
403839,excourse73,51.0
403839,BD0145EN,45.0
403839,BD0143EN,45.0
403839,BD0141EN,45.0
403839,DB0151EN,45.0
403839,GPXX0M6UEN,45.0
406451,CB0201EN,2.0
406451,CB0101EN,2.0
406451,GPXX0QQ3EN,2.0
406451,ML0201EN,0.0
406451,ML0122EN,0.0
406451,GPXX0ZG0EN,0.0
406451,RP0105EN,0.0
406451,GPXX0Z2PEN,0.0
406451,CNSC02EN,0.0
406451,DX0106EN,0.0
406940,WA0103EN,2.0
406940,TMP0105EN,2.0
406940,PA0109EN,2.0
406940,GPXX0IBEN,2.0
406940,ST0201EN,2.0
406940,ST0301EN,2.0
406940,TMP0101EN,2.0
406940,GPXX04HEEN,2.0
406940,GPXX0JZ4EN,2.0
406940,GPXX0ZYVEN,2.0
408938,TA0106EN,9.0
408938,excourse04,9.0
408938,excourse06,9.0
408938,ML0122EN,6.0
408938,RP0105EN,6.0
408938,DX0106EN,6.0
408938,DX0108EN,6.0
408938,BD0145EN,6.0
408938,DS0201EN,6.0
408938,PA0103EN,6.0
413286,ML0122EN,2.0
413286,DX0106EN,2.0
413286,DX0108EN,2.0
413286,DS0201EN,2.0
413286,PA0103EN,2.0
413286,PA0107EN,2.0
413286,GPXX0IBEN,2.0
413286,TMP0106,2.0
413286,ML0122ENv1,2.0
413286,BD0151EN,2.0
418401,TA0106EN,17.0
418401,excourse04,17.0
418401,excourse06,17.0
418401,ML0122EN,15.0
418401,DX0108EN,15.0
418401,GPXX0IBEN,15.0
418401,TMP107,15.0
418401,GPXX0PG8EN,15.0
418401,ML0101EN,15.0
418401,GPXX0KY1EN,15.0
419414,ML0122EN,18.0
419414,GPXX0IBEN,18.0
419414,TMP0101EN,18.0
419414,GPXX0YMEEN,18.0
419414,GPXX0Q8AEN,18.0
419414,GPXX0D14EN,18.0
419414,ML0101EN,18.0
419414,excourse20,18.0
419414,excourse21,18.0
419414,excourse22,18.0
422079,ML0122EN,21.0
422079,ML0101EN,21.0
422079,excourse21,21.0
422079,excourse22,21.0
422079,DX0108EN,15.0
422079,PA0103EN,15.0
422079,PA0107EN,15.0
422079,GPXX0IBEN,15.0
422079,ML0122ENv1,15.0
422079,BD0151EN,15.0
425952,RP0105EN,33.0
425952,TMP0105EN,33.0
425952,excourse72,33.0
425952,excourse73,33.0
425952,BD0145EN,24.0
425952,BD0143EN,24.0
425952,BD0141EN,24.0
425952,BD0121EN,24.0
425952,BD0131EN,24.0
425952,BD0115EN,24.0
426277,RP0105EN,34.0
426277,TMP0105EN,34.0
426277,BD0212EN,34.0
426277,SC0103EN,34.0
426277,excourse72,34.0
426277,excourse73,34.0
426277,BD0145EN,31.0
426277,BD0143EN,31.0
426277,BD0141EN,31.0
426277,BD0121EN,31.0
428501,DX0106EN,18.0
428501,GPXX0IBEN,18.0
428501,ML0122EN,15.0
428501,PA0103EN,15.0
428501,PA0107EN,15.0
428501,ML0122ENv1,15.0
428501,BD0151EN,15.0
428501,TA0106EN,15.0
428501,GPXX01DCEN,15.0
428501,GPXX0ZMZEN,15.0
428830,RP0105EN,30.0
428830,BD0145EN,30.0
428830,TMP0105EN,30.0
428830,BD0212EN,30.0
428830,SC0103EN,30.0
428830,BD0143EN,30.0
428830,BD0121EN,30.0
428830,BD0211EN,30.0
428830,DB0151EN,30.0
428830,GPXX0M6UEN,30.0
430274,CB0201EN,2.0
430274,CB0101EN,2.0
430274,GPXX0QQ3EN,2.0
430274,ML0201EN,0.0
430274,ML0122EN,0.0
430274,GPXX0ZG0EN,0.0
430274,RP0105EN,0.0
430274,GPXX0Z2PEN,0.0
430274,CNSC02EN,0.0
430274,DX0106EN,0.0
431224,RP0105EN,24.0
431224,TMP0105EN,24.0
431224,BD0212EN,24.0
431224,SC0103EN,24.0
431224,excourse72,24.0
431224,excourse73,24.0
431224,BD0145EN,18.0
431224,BD0143EN,18.0
431224,BD0141EN,18.0
431224,BD0121EN,18.0
435051,RP0105EN,12.0
435051,TMP0105EN,12.0
435051,BD0212EN,12.0
435051,SC0103EN,12.0
435051,excourse72,12.0
435051,excourse73,12.0
435051,BD0145EN,10.0
435051,BD0143EN,10.0
435051,BD0141EN,10.0
435051,BD0121EN,10.0
435578,RP0105EN,8.0
435578,ML0122EN,6.0
435578,TMP0105EN,6.0
435578,BD0212EN,6.0
435578,GPXX0IBEN,6.0
435578,SC0103EN,6.0
435578,TA0106EN,6.0
435578,BD0211EN,6.0
435578,excourse21,6.0
435578,excourse22,6.0
435858,RP0105EN,4.0
435858,DB0151EN,4.0
435858,GPXX0M6UEN,4.0
435858,GPXX097UEN,4.0
435858,excourse03,4.0
435858,excourse05,4.0
435858,excourse10,4.0
435858,excourse31,4.0
435858,excourse42,4.0
435858,excourse70,4.0
435898,RP0105EN,8.0
435898,BD0212EN,8.0
435898,GPXX0IBEN,8.0
435898,SC0103EN,8.0
435898,excourse72,8.0
435898,excourse73,8.0
435898,TMP0101EN,6.0
435898,BD0223EN,6.0
435898,GPXX0PG8EN,6.0
435898,GPXX0TY1EN,6.0
440679,RP0105EN,51.0
440679,TMP0105EN,42.0
440679,BD0212EN,42.0
440679,SC0103EN,42.0
440679,BD0211EN,42.0
440679,excourse31,42.0
440679,excourse72,42.0
440679,excourse73,42.0
440679,BD0145EN,39.0
440679,BD0143EN,39.0
446388,RP0105EN,30.0
446388,TMP0105EN,30.0
446388,BD0212EN,30.0
446388,SC0103EN,30.0
446388,BD0211EN,30.0
446388,excourse72,30.0
446388,excourse73,30.0
446388,BD0145EN,24.0
446388,BD0143EN,24.0
446388,BD0141EN,24.0
446982,DX0106EN,15.0
446982,TA0106EN,15.0
446982,excourse04,15.0
446982,excourse06,15.0
446982,ML0122EN,12.0
446982,DX0108EN,12.0
446982,DS0201EN,12.0
446982,PA0103EN,12.0
446982,PA0107EN,12.0
446982,GPXX0IBEN,12.0
447524,ML0122EN,46.0
447524,excourse21,46.0
447524,excourse22,46.0
447524,GPXX0IBEN,37.0
447524,GPXX0D14EN,35.0
447524,GPXX0YMEEN,32.0
447524,excourse49,32.0
447524,PA0103EN,31.0
447524,PA0107EN,31.0
447524,BD0151EN,31.0
457527,ML0122EN,2.0
457527,DX0106EN,2.0
457527,DX0108EN,2.0
457527,DS0201EN,2.0
457527,PA0103EN,2.0
457527,PA0107EN,2.0
457527,GPXX0IBEN,2.0
457527,TMP0106,2.0
457527,ML0122ENv1,2.0
457527,BD0151EN,2.0
459415,ML0122EN,53.0
459415,GPXX0IBEN,53.0
459415,ML0101EN,53.0
459415,excourse21,53.0
459415,excourse22,53.0
459415,PA0103EN,44.0
459415,PA0107EN,44.0
459415,BD0151EN,44.0
459415,TA0106EN,44.0
459415,GPXX01DCEN,44.0
461049,RP0105EN,48.0
461049,GPXX0TY1EN,45.0
461049,TMP0105EN,42.0
461049,BD0212EN,42.0
461049,SC0103EN,42.0
461049,excourse72,42.0
461049,excourse73,42.0
461049,excourse31,39.0
461049,GPXX0IBEN,33.0
461049,CO0401EN,33.0
461359,RP0105EN,27.0
461359,TMP0105EN,27.0
461359,BD0212EN,27.0
461359,SC0103EN,27.0
461359,excourse72,27.0
461359,excourse73,27.0
461359,ML0122EN,18.0
461359,BD0145EN,18.0
461359,GPXX0IBEN,18.0
461359,BD0143EN,18.0
462554,RP0105EN,51.0
462554,TMP0105EN,51.0
462554,BD0212EN,51.0
462554,excourse72,51.0
462554,excourse73,51.0
462554,BD0145EN,42.0
462554,BD0143EN,42.0
462554,BD0121EN,42.0
462554,DB0151EN,42.0
462554,GPXX0M6UEN,42.0
462755,excourse21,6.0
462755,excourse22,6.0
462755,DX0108EN,4.0
462755,PA0103EN,4.0
462755,PA0107EN,4.0
462755,GPXX0IBEN,4.0
462755,ML0122ENv1,4.0
462755,BD0151EN,4.0
462755,TA0106EN,4.0
462755,TMP107,4.0
464965,RP0105EN,21.0
464965,TMP0105EN,21.0
464965,BD0212EN,21.0
464965,SC0103EN,21.0
464965,BD0211EN,21.0
464965,excourse72,21.0
464965,excourse73,21.0
464965,BD0145EN,18.0
464965,BD0143EN,18.0
464965,BD0141EN,18.0
471338,RP0105EN,42.0
471338,BD0145EN,39.0
471338,TMP0105EN,39.0
471338,BD0212EN,39.0
471338,SC0103EN,39.0
471338,BD0131EN,39.0
471338,BD0115EN,39.0
471338,BD0211EN,39.0
471338,GPXX0M6UEN,39.0
471338,GPXX097UEN,39.0
472908,RP0105EN,8.0
472908,BD0212EN,6.0
472908,SC0103EN,6.0
472908,BD0211EN,6.0
472908,excourse72,6.0
472908,excourse73,6.0
472908,DX0106EN,4.0
472908,BD0145EN,4.0
472908,RP0103,4.0
472908,RP0103EN,4.0
476115,RP0105EN,45.0
476115,BD0212EN,36.0
476115,SC0103EN,36.0
476115,excourse72,36.0
476115,excourse73,36.0
476115,BD0145EN,28.0
476115,BD0143EN,28.0
476115,BD0141EN,28.0
476115,BD0121EN,28.0
476115,BD0131EN,28.0
476798,ML0122EN,21.0
476798,ML0101EN,21.0
476798,excourse21,21.0
476798,excourse22,21.0
476798,GPXX0IBEN,18.0
476798,GPXX0D14EN,18.0
476798,PA0103EN,15.0
476798,PA0107EN,15.0
476798,ML0122ENv1,15.0
476798,BD0151EN,15.0
477953,RP0105EN,33.0
477953,TMP0105EN,30.0
477953,BD0212EN,30.0
477953,SC0103EN,30.0
477953,excourse72,30.0
477953,excourse73,30.0
477953,BD0145EN,24.0
477953,BD0143EN,24.0
477953,BD0141EN,24.0
477953,BD0121EN,24.0
480186,RP0105EN,30.0
480186,TMP0105EN,30.0
480186,BD0212EN,30.0
480186,SC0103EN,30.0
480186,excourse72,30.0
480186,excourse73,30.0
480186,BD0145EN,24.0
480186,BD0143EN,24.0
480186,BD0121EN,24.0
480186,BD0131EN,24.0
481019,RP0105EN,30.0
481019,TMP0105EN,27.0
481019,BD0212EN,27.0
481019,SC0103EN,27.0
481019,BD0211EN,27.0
481019,excourse72,27.0
481019,excourse73,27.0
481019,GPXX0TY1EN,24.0
481019,excourse31,24.0
481019,GPXX0IBEN,21.0
481658,RP0105EN,30.0
481658,BD0145EN,30.0
481658,TMP0105EN,30.0
481658,BD0212EN,30.0
481658,SC0103EN,30.0
481658,BD0143EN,30.0
481658,BD0131EN,30.0
481658,BD0115EN,30.0
481658,BD0211EN,30.0
481658,GPXX0M6UEN,30.0
482875,RP0105EN,48.0
482875,TMP0105EN,48.0
482875,BD0212EN,48.0
482875,SC0103EN,48.0
482875,BD0211EN,48.0
482875,excourse72,48.0
482875,excourse73,48.0
482875,BD0145EN,39.0
482875,BD0143EN,39.0
482875,DB0151EN,39.0
483426,SC0103EN,6.0
483426,excourse72,6.0
483426,excourse73,6.0
483426,BD0143EN,4.0
483426,BD0223EN,4.0
483426,GPXX0M6UEN,4.0
483426,GPXX097UEN,4.0
483426,GPXX0TY1EN,4.0
483426,excourse02,4.0
483426,excourse03,4.0
484628,RP0105EN,48.0
484628,TMP0105EN,45.0
484628,BD0212EN,45.0
484628,SC0103EN,45.0
484628,excourse72,45.0
484628,excourse73,45.0
484628,BD0145EN,42.0
484628,BD0143EN,42.0
484628,BD0101EN,42.0
484628,GPXX0M6UEN,42.0
485273,ML0122EN,2.0
485273,DX0106EN,2.0
485273,DX0108EN,2.0
485273,DS0201EN,2.0
485273,PA0103EN,2.0
485273,PA0107EN,2.0
485273,GPXX0IBEN,2.0
485273,TMP0106,2.0
485273,ML0122ENv1,2.0
485273,TA0106EN,2.0
486201,ML0122EN,24.0
486201,excourse21,24.0
486201,excourse22,24.0
486201,TA0106EN,21.0
486201,DX0108EN,18.0
486201,TMP107,18.0
486201,excourse62,18.0
486201,PA0103EN,15.0
486201,PA0107EN,15.0
486201,GPXX0IBEN,15.0
489692,SW0201EN,54.0
489692,SW0101EN,54.0
489692,CC0150EN,54.0
489692,excourse43,54.0
489692,excourse44,54.0
489692,GPXX04V3EN,51.0
489692,CC0210EN,45.0
489692,HCC104EN,45.0
489692,SECM03EN,45.0
489692,GPXX0D14EN,42.0
491004,RP0105EN,30.0
491004,TMP0105EN,30.0
491004,SC0103EN,30.0
491004,excourse72,30.0
491004,excourse73,30.0
491004,BD0145EN,24.0
491004,BD0143EN,24.0
491004,BD0121EN,24.0
491004,BD0131EN,24.0
491004,BD0115EN,24.0
494226,TMP0105EN,45.0
494226,BD0212EN,45.0
494226,excourse72,45.0
494226,excourse73,45.0
494226,BD0145EN,33.0
494226,BD0143EN,33.0
494226,BD0141EN,33.0
494226,BD0121EN,33.0
494226,BD0131EN,33.0
494226,BD0115EN,33.0
497128,TA0106EN,33.0
497128,ML0122EN,30.0
